Posted Date,Main Skill 1,Main Skill 2,Main Skill 3,Company,Workplace,Address,Company Type,Company Industry,Company Size,Country,Working Days,Overtime Policy
2024-08-24 09:21:20.095789,Java,Database,Spring,Eastgate Software,At office,Ha Noi,IT Outsourcing,Software Development Outsourcing,51-150,Germany,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Business Analyst,Agile,NULL,Synodus,At office,Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam,Monday - Friday,No OT
2024-08-24 09:21:20.095789,Tester,Agile,QA QC,GKIM DIGITAL,At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Vietnam,Monday - Friday,Extra salary for OT
2024-08-24 09:21:20.095789,Automation Test,QA QC,Tester,FPT Software,At office,Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam,Monday - Friday,Extra salary for OT
2024-08-24 09:21:20.095789,Software Architect,NodeJS,Team Leader,AROBID.COM,At office,Ho Chi Minh,IT Product,E-commerce,51-150,Vietnam,Monday - Saturday,No OT
2024-08-24 09:21:20.095789,Solution Architect,Ruby on Rails,PostgreSql,AROBID.COM,Hybrid,Ho Chi Minh,IT Product,E-commerce,51-150,Vietnam,Monday - Saturday,No OT
2024-08-24 09:21:20.095789,Magento,English,PHP,"Niteco Vietnam Co., Ltd",At office,Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,301-500,Sweden,Monday - Friday,
2024-08-23 09:21:20.095789,Networking,Security,NULL,HPT,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam,Monday - Friday,
2024-08-23 09:21:20.095789,.NET,C#,NULL,Capgemini Vietnam,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France,Monday - Friday,No OT
2024-08-23 09:21:20.095789,Tester,QA QC,NULL,Yet Company,Hybrid,Ho Chi Minh,IT Product,IT Services and IT Consulting,51-150,Japan,Monday - Friday,Extra salary for OT
2024-08-23 09:21:20.095789,C++,OOP,NULL,LG Electronics Development Vietnam (LGEDV),Hybrid,Ha Noi,IT Product,Software Products and Web Services,1000+,South Korea,Monday - Friday,
2024-08-23 09:21:20.095789,UI-UX,Designer,Product Designer,Elliot Company Limited,At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,Extra salary for OT
2024-08-23 09:21:20.095789,QA QC,Tester,Automation Test,Elliot Company Limited,At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,Extra salary for OT
2024-08-23 09:21:20.095789,Solution Architect,Cloud,DevSecOps,VNG Corporation,At office,Ha Noi,IT Product,Software Products and Web Services,1000+,Vietnam,Monday - Friday,No OT
2024-08-23 09:21:20.095789,Security,System Engineer,Networking,HPT,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam,Monday - Friday,
2024-08-23 09:21:20.095789,Project Manager,Agile,NULL,Synodus,At office,Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam,Monday - Friday,No OT
2024-08-23 09:21:20.095789,Java,ReactJS,Angular,Synodus,At office,Ha Noi - Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam,Monday - Friday,No OT
2024-08-23 09:21:20.095789,C#,C++,NULL,Nucare Korea,At office,Ha Noi - Others,IT Product,Healthcare,1-50,South Korea,Monday - Friday,No OT
2024-08-23 09:21:20.095789,React Native,ReactJS,NULL,YRISM VN,At office,Ho Chi Minh,IT Product,E-commerce,1-50,South Korea,Monday - Friday,No OT
2024-08-23 09:21:20.095789,System Engineer,Security,Networking,Viettel Group,At office,Ha Noi,IT Product,Telecommunication,1000+,Vietnam,Monday - Friday,
2024-08-23 09:21:20.095789,Networking,System Engineer,Security,Viettel Group,At office,Ha Noi,IT Product,Telecommunication,1000+,Vietnam,Monday - Friday,
2024-08-23 09:21:20.095789,Oracle,AWS,NULL,LG CNS Việt Nam,At office,Ha Noi,IT Product,Manufacturing and Engineering,151-300,Vietnam,Monday - Friday,No OT
2024-08-23 09:21:20.095789,Ruby on Rails,NoSQL,PostgreSql,AROBID.COM,At office,Ho Chi Minh,IT Product,E-commerce,51-150,Vietnam,Monday - Saturday,No OT
2024-08-23 09:21:20.095789,AWS,Software Architect,Cloud,B'CLASS,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam,Monday - Friday,Extra salary for OT
2024-08-23 09:21:20.095789,ReactJS,React Native,VueJS,B'CLASS,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam,Monday - Friday,Extra salary for OT
2024-08-23 09:21:20.095789,AWS,English,DevOps,SMG Swiss Marketplace Group,Hybrid,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Switzerland,Monday - Friday,No OT
2024-08-23 09:21:20.095789,Solution Architect,Software Architect,Java,ABBANK,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-23 09:21:20.095789,AWS,Python,NULL,LG CNS Việt Nam,At office,Ha Noi,IT Product,Manufacturing and Engineering,151-300,Vietnam,Monday - Friday,No OT
2024-08-23 09:21:20.095789,Security,Cloud,System Admin,ABBANK,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-23 09:21:20.095789,Solution Architect,Software Architect,Team Leader,ABBANK,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-23 09:21:20.095789,System Engineer,AWS,Cloud,ABBANK,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-23 09:21:20.095789,Oracle,Solution Architect,MongoDB,ABBANK,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Manager,Japanese,Agile,Hybrid Technologies,At office,Ha Noi,IT Outsourcing,Software Development Outsourcing,501-1000,Japan,Monday - Friday,No OT
2024-08-22 09:21:20.095789,.NET,HTML5,Agile,Simplify Dalat,At office,Others,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,No OT
2024-08-22 09:21:20.095789,PHP,Database,Wordpress,GNH Technology,At office,Ha Noi,IT Product,Education and Training,1-50,Vietnam,Monday - Friday,No OT
2024-08-22 09:21:20.095789,ReactJS,CSS,TypeScript,GNH Technology,At office,Ha Noi,IT Product,Education and Training,1-50,Vietnam,Monday - Friday,No OT
2024-08-22 09:21:20.095789,ReactJS,.NET,Cloud,Orient Software Development Corp.,Hybrid,Ha Noi - Ho Chi Minh - Da Nang,IT Outsourcing,Software Development Outsourcing,301-500,Singapore,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Automation Test,Java,NULL,Capgemini Vietnam,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Python,JavaScript,ReactJS,GKIM DIGITAL,At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Vietnam,Monday - Friday,Extra salary for OT
2024-08-22 09:21:20.095789,DevOps,AWS,Azure,ABBANK,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Database,Oracle,AWS,MB Bank,At office,Ha Noi,IT Product,N/A,1000+,Vietnam,Monday - Friday,
2024-08-22 09:21:20.095789,Games,UI-UX,Data Analyst,Mirai Labs,At office,Ho Chi Minh,IT Product,"AI, Blockchain and Deep Tech Services",51-150,Vietnam,Monday - Friday,Extra salary for OT
2024-08-22 09:21:20.095789,Python,C++,C#,EM&AI,At office,Da Nang,IT Product,"AI, Blockchain and Deep Tech Services",1-50,Vietnam,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Python,NodeJS,Golang,Doi Xanh Media Service Trading,At office,Ho Chi Minh,IT Product,Research Services,51-150,Vietnam,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Python,System Admin,NULL,Doi Xanh Media Service Trading,At office,Ho Chi Minh,IT Product,Research Services,51-150,Vietnam,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Project Manager,Agile,IT Support,AgileOps,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,Extra salary for OT
2024-08-22 09:21:20.095789,Android,Database,Kotlin,TP Entertainment,At office,Ha Noi,IT Product,IT Services and IT Consulting,51-150,Vietnam,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Project Manager,Product Manager,Manager,YRGLM Việt Nam,At office,Ho Chi Minh,IT Product,"Media, Advertising and Entertainment",1-50,Japan,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Business Analyst,Agile,Scrum,HDBank,At office,Ho Chi Minh,IT Product,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Scrum,Agile,Project Manager,"MONEY FORWARD VIETNAM CO.,LTD",Hybrid,Ho Chi Minh,IT Product,Financial Services,301-500,Japan,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Japanese,Project Manager,Bridge Engineer,Minma Vietnam,At office,Ha Noi,IT Product,E-commerce,1-50,Japan,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Kotlin,OOP,Java,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),At office,Ha Noi,IT Product,IT Hardware and Computing,51-150,Japan,Monday - Friday,Extra salary for OT
2024-08-22 09:21:20.095789,Python,SQL,NULL,Cigro Inc.,At office,Ho Chi Minh,IT Product,Software Products and Web Services,1-50,South Korea,Monday - Friday,No OT
2024-08-22 09:21:20.095789,Tester,QA QC,Automation Test,Relationshop Inc.,At office,Ho Chi Minh,IT Product,Software Products and Web Services,151-300,United States,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Java,Spring,NULL,Capgemini Vietnam,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Java,OOP,English,FORTNA,At office,Ha Noi,IT Product,"Transportation, Logistics and Warehouse",51-150,United States,Monday - Friday,Extra salary for OT
2024-08-21 09:21:20.095789,Java,OOP,English,FORTNA,At office,Ha Noi,IT Product,"Transportation, Logistics and Warehouse",51-150,United States,Monday - Friday,Extra salary for OT
2024-08-21 09:21:20.095789,Oracle,Database,Linux,VNPT Net Corporation,At office,Ha Noi,IT Product,Network and Infrastructure,1-50,Vietnam,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Python,AWS,Cloud,Trusting Social,At office,Ho Chi Minh,IT Service and IT Consulting,Financial Services,301-500,Singapore,Monday - Friday,
2024-08-21 09:21:20.095789,System Admin,System Engineer,DevOps,VNPT EPAY,At office,Ha Noi,IT Product,Financial Services,51-150,Vietnam,Monday - Friday,
2024-08-21 09:21:20.095789,Automation Test,English,Tester,Precio Fishbone Vietnam,At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Sweden,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Java,Team Leader,Automation Test,Murex,At office,Ho Chi Minh,IT Product,Financial Services,1000+,France,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Tester,Agile,QA QC,CUBABLE,At office,Ho Chi Minh,IT Product,Software Products and Web Services,1-50,Vietnam,Monday - Friday,No OT
2024-08-21 09:21:20.095789,UI-UX,Designer,NULL,Công ty cổ phần thương mại điện tử Winners Farm,At office,Ho Chi Minh,IT Product,Retail and Wholesale,1-50,Vietnam,Monday - Friday,No OT
2024-08-21 09:21:20.095789,OOP,English,AWS,Employment Hero,Remote,Ho Chi Minh,IT Product,Software Products and Web Services,501-1000,Australia,Monday - Friday,No OT
2024-08-21 09:21:20.095789,NodeJS,JavaScript,ReactJS,Employment Hero,Remote,Ho Chi Minh,IT Product,Software Products and Web Services,501-1000,Australia,Monday - Friday,No OT
2024-08-21 09:21:20.095789,UI-UX,CSS,Product Designer,AdvaHealth Solutions,Hybrid,Ho Chi Minh,IT Product,Healthcare,1-50,Singapore,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Tester,JavaScript,Automation Test,Seedlint,Hybrid,Ho Chi Minh,IT Product,Software Development Outsourcing,1-50,Vietnam,Monday - Friday,No OT
2024-08-21 09:21:20.095789,.NET,C#,ReactJS,AWING,At office,Ha Noi,IT Product,N/A,1-50,Vietnam,Monday - Friday,No OT
2024-08-21 09:21:20.095789,ReactJS,TypeScript,VueJS,Sungrove Tech Vietnam,At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,1-50,Japan,Monday - Friday,No OT
2024-08-21 09:21:20.095789,ReactJS,TypeScript,VueJS,Sungrove Tech Vietnam,At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,1-50,Japan,Monday - Friday,No OT
2024-08-21 09:21:20.095789,Ruby on Rails,NodeJS,Golang,Sungrove Tech Vietnam,At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,1-50,Japan,Monday - Friday,No OT
2024-08-21 09:21:20.095789,QA QC,Japanese,Tester,Sungrove Tech Vietnam,At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,1-50,Japan,Monday - Friday,No OT
2024-08-21 09:21:20.095789,DevOps,Linux,MongoDB,Unity Sport JSC,At office,Ho Chi Minh,IT Product,Sports and Fitness,1-50,Vietnam,Monday - Friday,Extra salary for OT
2024-08-21 09:21:20.095789,HTML5,CSS,JavaScript,CÔNG TY TNHH M4G,At office,Others - Ho Chi Minh,IT Product,Game,1-50,Vietnam,Monday - Friday,No OT
2024-08-21 09:21:20.095789,React Native,NodeJS,ReactJS,Unity Sport JSC,At office,Ho Chi Minh,IT Product,Sports and Fitness,1-50,Vietnam,Monday - Friday,Extra salary for OT
2024-08-20 09:21:20.095789,System Admin,SQL,Oracle,Kien Long Bank,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,
2024-08-20 09:21:20.095789,C++,C language,Games,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),At office,Ha Noi,IT Product,IT Hardware and Computing,51-150,Japan,Monday - Friday,Extra salary for OT
2024-08-20 09:21:20.095789,AWS,Azure,Linux,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),At office,Ha Noi,IT Product,IT Hardware and Computing,51-150,Japan,Monday - Friday,Extra salary for OT
2024-08-20 09:21:20.095789,Angular,HTML5,JavaScript,bbv Vietnam,Hybrid,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,51-150,Switzerland,Monday - Friday,No OT
2024-08-20 09:21:20.095789,Solution Architect,.NET,Java,FPT Software,At office,Ha Noi - Ho Chi Minh - Da Nang,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam,Monday - Friday,Extra salary for OT
2024-08-20 09:21:20.095789,QA QC,Agile,NULL,MTI TECHNOLOGY,Hybrid,Ho Chi Minh,IT Product,IT Services and IT Consulting,151-300,Japan,Monday - Friday,No OT
2024-08-20 09:21:20.095789,Java,Spring,J2EE,ELCA,Hybrid,Ho Chi Minh,IT Service and IT Consulting,N/A,301-500,Switzerland,Monday - Friday,No OT
2024-08-20 09:21:20.095789,PHP,C++,C#,Relationshop Inc.,At office,Ho Chi Minh,IT Product,Software Products and Web Services,151-300,United States,Monday - Friday,No OT
2024-08-20 09:21:20.095789,Japanese,English,NULL,Renesas Design Vietnam,Hybrid,Ho Chi Minh,IT Product,IT Hardware and Computing,1000+,Japan,Monday - Friday,Extra salary for OT
2024-08-20 09:21:20.095789,Software Architect,SQL,Java,Công ty cổ phần thương mại điện tử Winners Farm,At office,Ho Chi Minh,IT Product,Retail and Wholesale,1-50,Vietnam,Monday - Friday,No OT
2024-08-20 09:21:20.095789,JavaScript,NodeJS,ReactJS,Công ty cổ phần thương mại điện tử Winners Farm,At office,Ho Chi Minh,IT Product,Retail and Wholesale,1-50,Vietnam,Monday - Friday,No OT
2024-08-20 09:21:20.095789,QA QC,Agile,English,Compax,At office,Ha Noi,IT Product,IT Services and IT Consulting,501-1000,Austria,Monday - Friday,No OT
2024-08-20 09:21:20.095789,NodeJS,Java,ReactJS,AMANOTES,At office,Ho Chi Minh,IT Outsourcing,Software Products and Web Services,151-300,Vietnam,Monday - Friday,No OT
2024-08-20 09:21:20.095789,ReactJS,HTML5,JavaScript,Optimizely,At office,Ha Noi,IT Product,IT Services and IT Consulting,151-300,United States,Monday - Friday,No OT
2024-08-20 09:21:20.095789,Manager,UI-UX,Product Manager,Digital Unicorn,At office,Da Nang,IT Outsourcing,Software Development Outsourcing,1-50,France,Monday - Friday,No OT
2024-08-19 09:21:20.095789,Java,MySQL,NULL,Inceptionlabs,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1-50,Singapore,Monday - Friday,Extra days off for OT
2024-08-19 09:21:20.095789,Java,Software Architect,Spring,Endava Việt Nam,Hybrid,Ho Chi Minh - Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United Kingdom,Monday - Friday,No OT
2024-08-19 09:21:20.095789,DevOps,AWS,Security,Tokyo Tech Lab,At office,Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,51-150,Vietnam,Monday - Friday,No OT
2024-08-19 09:21:20.095789,Java,Spring,NULL,ATI JSC,At office,Ha Noi,IT Product,Software Development Outsourcing,51-150,Vietnam,Monday - Friday,No OT
2024-08-19 09:21:20.095789,AWS,DevOps,Linux,Global Fashion Group,Hybrid,Ho Chi Minh,IT Product,Apparel and Fashion,1000+,United Kingdom,Monday - Friday,No OT
2024-08-19 09:21:20.095789,Java,English,Spring,Công ty TNHH FIN2B VN,At office,Ha Noi,IT Service and IT Consulting,Financial Services,1-50,South Korea,Monday - Friday,No OT
2024-08-18 09:21:20.095789,Networking,System Engineer,English,MB Bank,At office,Ha Noi,IT Product,N/A,1000+,Vietnam,Monday - Friday,
2024-08-18 09:21:20.095789,PHP,Japanese,AWS,GMO-Z.com | Vietnamlab center,Hybrid,Da Nang - Ha Noi,IT Product,Software Products and Web Services,1-50,Vietnam,Monday - Friday,No OT
2024-08-18 09:21:20.095789,DevSecOps,DevOps,Linux,MB Bank,At office,Ha Noi,IT Product,N/A,1000+,Vietnam,Monday - Friday,
2024-08-18 09:21:20.095789,Tester,UI-UX,QA QC,Otani U.P.,Hybrid,Ha Noi,IT Product,Materials and Mining,1-50,Japan,Monday - Friday,No OT
2024-08-18 09:21:20.095789,DevOps,AWS,Cloud,VINBIGDATA,At office,Ha Noi,IT Product,"AI, Blockchain and Deep Tech Services",151-300,Vietnam,Monday - Friday,No OT
2024-08-18 09:21:20.095789,Cloud,Python,Golang,DEK Technologies,Hybrid,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United Kingdom,Monday - Friday,No OT
2024-08-18 09:21:20.095789,Java,Software Architect,Spring,DEK Technologies,Hybrid,Ho Chi Minh - Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,1000+,United Kingdom,Monday - Friday,No OT
2024-08-18 09:21:20.095789,Security,Python,Java,M_Service (MoMo),At office,Ha Noi,IT Product,Financial Services,1000+,Vietnam,Monday - Friday,Extra days off for OT
2024-08-18 09:21:20.095789,Product Designer,English,Data Analyst,FPT Software,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam,Monday - Friday,Extra salary for OT
2024-08-18 09:21:20.095789,Java,Solution Architect,Team Leader,FPT Software,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam,Monday - Friday,Extra salary for OT
2024-08-18 09:21:20.095789,Angular,CSS,JavaScript,Saigon Technology,Hybrid,Da Nang,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam,Monday - Friday,Extra salary for OT
2024-08-18 09:21:20.095789,NodeJS,SQL,Java,Công ty TNHH Icetea Software,At office,Ha Noi,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam,Monday - Friday,No OT
2024-08-18 09:21:20.095789,Java,Database,Spring,Công ty TNHH Icetea Software,At office,Ha Noi,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam,Monday - Friday,No OT
2024-08-17 09:21:20.095789,Java,Python,SQL,MSB,At office,Ha Noi,IT Product,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-17 09:21:20.095789,Tester,Japanese,QA QC,CÔNG TY CỔ PHẦN CÔNG NGHỆ BEKISOFT,At office,Ha Noi,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam,Monday - Friday,No OT
2024-08-17 09:21:20.095789,PHP,NodeJS,Laravel,CÔNG TY CỔ PHẦN CÔNG NGHỆ BEKISOFT,At office,Ha Noi,IT Outsourcing,Software Development Outsourcing,1-50,Vietnam,Monday - Friday,No OT
2024-08-17 09:21:20.095789,UI-UX,JavaScript,Designer,Công Ty TNHH BeraSig,At office,Ho Chi Minh,IT Product,Game,1-50,Vietnam,Monday - Friday,No OT
2024-08-17 09:21:20.095789,IT Support,English,NULL,iTechwx Company Limited,At office,Ho Chi Minh,IT Outsourcing,IT Services and IT Consulting,301-500,United States,Monday - Friday,No OT
2024-08-17 09:21:20.095789,Java,AWS,Solution Architect,MSB,At office,Ha Noi,IT Product,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-17 09:21:20.095789,ReactJS,CSS,NULL,WORLD OF NEOPETS LIMITED,Remote,Da Nang - Ha Noi - Ho Chi Minh,IT Product,Game,1-50,Hong Kong,Monday - Friday,No OT
2024-08-17 09:21:20.095789,Manager,Japanese,Project Manager,NEC Vietnam,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Japan,Monday - Friday,Extra salary for OT
2024-08-17 09:21:20.095789,Database,Python,SQL,VNG Corporation,At office,Ho Chi Minh,IT Product,Software Products and Web Services,1000+,Vietnam,Monday - Friday,No OT
2024-08-17 09:21:20.095789,React Native,JavaScript,English,Titan DMS,At office,Ho Chi Minh,IT Product,Software Development Outsourcing,51-150,Australia,Monday - Friday,No OT
2024-08-17 09:21:20.095789,Data Analyst,Python,SQL,Saigon Technology,Remote,Others,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam,Monday - Friday,Extra salary for OT
2024-08-17 09:21:20.095789,Tester,Games,NULL,Mirai Labs,At office,Ha Noi,IT Product,"AI, Blockchain and Deep Tech Services",51-150,Vietnam,Monday - Friday,Extra salary for OT
2024-08-17 09:21:20.095789,Bridge Engineer,C++,Cloud,Công Ty TNHH I- O DATA Việt Nam,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,1-50,Japan,Monday - Friday,No OT
2024-08-17 09:21:20.095789,Java,Python,Automation Test,"MONEY FORWARD VIETNAM CO.,LTD",Hybrid,Ho Chi Minh,IT Product,Financial Services,301-500,Japan,Monday - Friday,No OT
2024-08-17 09:21:20.095789,Solution Architect,JavaScript,Java,Viettel Group,At office,Ha Noi,IT Product,Telecommunication,1000+,Vietnam,Monday - Friday,
2024-08-17 09:21:20.095789,Tester,Japanese,QA QC,"ANDPAD VietNam Co., Ltd",Hybrid,Ho Chi Minh - Ha Noi,IT Product,IT Services and IT Consulting,51-150,Japan,Monday - Friday,No OT
2024-08-17 09:21:20.095789,Project Manager,Team Leader,Java,Viettel Software Services (A Member of Viettel Group),At office,Ha Noi,IT Service and IT Consulting,IT Services and IT Consulting,1000+,Vietnam,Monday - Friday,
2024-08-17 09:21:20.095789,Business Intelligence,Python,SQL,Intrepid Group Asia,Hybrid,Ho Chi Minh,IT Product,E-commerce,51-150,Singapore,Monday - Friday,Extra salary for OT
2024-08-17 09:21:20.095789,PHP,Python,NodeJS,bitA Viet Nam,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Japan,Monday - Friday,No OT
2024-08-17 09:21:20.095789,C++,Networking,Golang,SkyLab,At office,Ho Chi Minh,IT Product,IT Services and IT Consulting,1-50,Singapore,Monday - Friday,No OT
2024-08-17 09:21:20.095789,Python,Database,Data Analyst,"MONEY FORWARD VIETNAM CO.,LTD",Hybrid,Ho Chi Minh,IT Product,Financial Services,301-500,Japan,Monday - Friday,No OT
2024-08-17 09:21:20.095789,.NET,ASP.NET,C#,SNB Group UK,Remote,Ho Chi Minh - Ha Noi - Da Nang,IT Product,IT Services and IT Consulting,1-50,United Kingdom,Monday - Friday,No OT
2024-08-17 09:21:20.095789,Linux,Cloud,NULL,LG CNS Việt Nam,At office,Ha Noi,IT Product,Manufacturing and Engineering,151-300,Vietnam,Monday - Friday,No OT
2024-08-16 09:21:20.095789,Java,Agile,DevOps,ABBANK,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-16 09:21:20.095789,Java,SQL,Oracle,Gsoft,At office,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Vietnam,Monday - Friday,No OT
2024-08-16 09:21:20.095789,Oracle,SQL,Linux,CÔNG TY TNHH LOTTE INNOVATE VIỆT NAM,At office,Ha Noi,IT Product,IT Services and IT Consulting,151-300,South Korea,Monday - Friday,
2024-08-16 09:21:20.095789,QA QC,English,NULL,ONE Tech Stop Vietnam Company Ltd,At office,Da Nang,IT Product,IT Services and IT Consulting,51-150,Singapore,Monday - Friday,No OT
2024-08-16 09:21:20.095789,Automation Test,Java,NULL,Capgemini Vietnam,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,301-500,France,Monday - Friday,No OT
2024-08-16 09:21:20.095789,Python,JQuery,Azure,MODEC,At office,Ho Chi Minh,IT Product,Utilities,51-150,Japan,Monday - Friday,No OT
2024-08-16 09:21:20.095789,Data Analyst,Manager,Cloud,Intrepid Group Asia,Hybrid,Ho Chi Minh,IT Product,E-commerce,51-150,Singapore,Monday - Friday,Extra salary for OT
2024-08-16 09:21:20.095789,Java,SQL,Spring,ABBANK,At office,Ha Noi,Non-IT,Banking,1000+,Vietnam,Monday - Friday,No OT
2024-08-16 09:21:20.095789,System Engineer,Linux,NULL,HPT,At office,Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Vietnam,Monday - Friday,
2024-08-16 09:21:20.095789,DevOps,AWS,Azure,Bluebik Vietnam,At office,Ha Noi,IT Outsourcing,IT Services and IT Consulting,1-50,Vietnam,Monday - Friday,Extra days off for OT
2024-08-16 09:21:20.095789,Networking,Linux,NULL,Renesas Design Vietnam,Hybrid,Ho Chi Minh,IT Product,IT Hardware and Computing,1000+,Japan,Monday - Friday,Extra salary for OT
2024-08-16 09:21:20.095789,System Engineer,Security,Networking,Công Ty Cổ Phần Tập Đoàn Meey Land,At office,Ha Noi,IT Product,IT Services and IT Consulting,301-500,Vietnam,Monday - Friday,No OT
2024-08-16 09:21:20.095789,Java,English,Spring,Noveo Vietnam,Hybrid,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,1-50,France,Monday - Friday,No OT
2024-08-16 09:21:20.095789,Salesforce,English,Project Manager,Globee,At office,Ho Chi Minh,IT Outsourcing,Software Development Outsourcing,51-150,Vietnam,Monday - Friday,Extra days off for OT
2024-08-16 09:21:20.095789,DevOps,Python,AWS,BIWOCO,At office,Others - Ho Chi Minh,IT Product,Software Products and Web Services,1-50,Vietnam,Monday - Friday,No OT
2024-08-16 09:21:20.095789,Ruby on Rails,PHP,Java,RAKSUL Vietnam,Hybrid,Ho Chi Minh,IT Product,Software Products and Web Services,51-150,Japan,Monday - Friday,No OT
2024-08-16 09:21:20.095789,.NET,SQL,English,Aventra Group,At office,Da Nang - Ho Chi Minh,IT Service and IT Consulting,IT Services and IT Consulting,151-300,Malaysia,Monday - Friday,No OT
2024-08-16 09:21:20.095789,.NET,JavaScript,Java,GrapeCity,At office,Ha Noi,IT Product,N/A,51-150,Japan,Monday - Friday,Extra salary for OT
